src,dest,ttl,win,len,mal
192.168.43.71 , 23.56.21.56 ,128,68,40,0
52.194.68.103 , 192.168.43.71 ,233,29200,71,0
52.194.68.103 , 192.168.43.71 ,233,29200,40,0
52.194.68.103 , 192.168.43.71 ,233,106,40,0
192.168.43.71 , 52.194.68.103 ,128,0,40,0
192.168.43.71 , 52.194.68.103 ,128,68,40,0
52.44.138.146 , 192.168.43.71 ,224,116,1138,0
52.202.101.120 , 192.168.43.71 ,222,119,78,0
52.202.101.120 , 192.168.43.71 ,222,119,393,0
192.168.43.71 , 52.202.101.120 ,128,65,40,0
192.168.43.71 , 52.44.138.146 ,128,68,40,0
54.214.248.75 , 192.168.43.71 ,228,179,71,0
54.214.248.75 , 192.168.43.71 ,228,179,40,0
192.168.43.71 , 54.214.248.75 ,128,0,40,0
147.75.111.32 , 192.168.43.71 ,49,115,40,0
147.75.111.32 , 192.168.43.71 ,50,123,40,0
192.168.43.71 , 147.75.111.32 ,128,68,40,0
192.168.43.71 , 147.75.111.32 ,128,65,40,0
54.214.248.75 , 192.168.43.71 ,227,127,71,0
54.214.248.75 , 192.168.43.71 ,227,127,40,0
54.214.248.75 , 192.168.43.71 ,229,119,71,0
54.214.248.75 , 192.168.43.71 ,229,119,40,0
192.168.43.71 , 54.214.248.75 ,128,0,40,0
192.168.43.71 , 54.214.248.75 ,128,0,40,0
34.231.0.247 , 192.168.43.71 ,224,27685,40,0
192.168.43.71 , 34.231.0.247 ,128,16512,40,0
34.231.0.247 , 192.168.43.71 ,221,106,40,0
192.28.144.124 , 192.168.43.71 ,234,5247,40,0
192.28.144.124 , 192.168.43.71 ,234,5247,40,0
54.163.236.149 , 192.168.43.71 ,225,117,71,0
54.163.236.149 , 192.168.43.71 ,225,117,40,0
192.168.43.71 , 34.231.0.247 ,128,68,40,0
192.168.43.71 , 192.28.144.124 ,128,17168,40,0
192.168.43.71 , 54.163.236.149 ,128,0,40,0
54.243.123.36 , 192.168.43.71 ,223,26000,40,0
54.243.123.36 , 192.168.43.71 ,221,114,71,0
54.243.123.36 , 192.168.43.71 ,221,114,40,0
52.44.138.146 , 192.168.43.71 ,226,26000,40,0
192.28.144.124 , 192.168.43.71 ,234,3900,40,0
192.168.43.71 , 54.243.123.36 ,128,17520,40,0
192.168.43.71 , 54.243.123.36 ,128,0,40,0
192.168.43.71 , 52.44.138.146 ,128,17520,40,0
192.168.43.71 , 192.28.144.124 ,128,17520,40,0
52.202.101.120 , 192.168.43.71 ,222,106,40,0
54.163.236.149 , 192.168.43.71 ,222,106,40,0
192.168.43.71 , 52.202.101.120 ,128,68,40,0
192.168.43.71 , 54.163.236.149 ,128,68,40,0
67.106.145.165 , 192.168.43.71 ,231,35688,40,0
192.168.43.71 , 67.106.145.165 ,128,17520,40,0
192.168.43.71 , 104.108.198.176 ,128,17520,52,0
104.108.198.176 , 192.168.43.71 ,57,29200,52,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,557,0
104.108.198.176 , 192.168.43.71 ,57,237,40,0
104.108.198.176 , 192.168.43.71 ,57,237,192,0
192.168.43.71 , 104.108.198.176 ,128,67,91,0
192.168.43.71 , 104.108.198.176 ,128,67,1142,0
104.108.198.176 , 192.168.43.71 ,57,254,40,0
104.108.198.176 , 192.168.43.71 ,57,254,1340,0
104.108.198.176 , 192.168.43.71 ,57,254,798,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
34.231.0.247 , 192.168.43.71 ,224,27685,71,0
192.168.43.71 , 34.231.0.247 ,128,0,40,0
52.202.101.120 , 192.168.43.71 ,222,119,78,0
192.168.43.71 , 52.202.101.120 ,128,65,40,0
103.15.158.129 , 192.168.43.71 ,243,39650,40,0
103.15.158.129 , 192.168.43.71 ,243,34450,40,0
192.168.43.71 , 35.187.209.245 ,128,17520,52,0
192.168.43.71 , 151.101.10.2 ,128,17520,52,0
192.168.43.71 , 35.193.67.164 ,128,17520,52,0
192.168.43.71 , 3.1.233.254 ,128,17520,52,0
54.169.245.36 , 192.168.43.71 ,239,105,300,0
192.168.43.71 , 54.169.245.36 ,128,65,40,0
151.101.10.2 , 192.168.43.71 ,56,28400,52,0
3.1.233.254 , 192.168.43.71 ,239,26883,44,0
192.168.43.71 , 151.101.10.2 ,128,68,40,0
192.168.43.71 , 3.1.233.254 ,128,17520,40,0
192.168.43.71 , 3.1.233.254 ,128,17520,557,0
192.168.43.71 , 151.101.10.2 ,128,68,557,0
35.187.209.245 , 192.168.43.71 ,57,28400,52,0
192.168.43.71 , 35.187.209.245 ,128,68,40,0
192.168.43.71 , 35.187.209.245 ,128,68,557,0
192.168.43.71 , 103.243.221.87 ,128,17520,52,0
192.168.43.71 , 35.193.67.164 ,128,17520,52,0
3.1.233.254 , 192.168.43.71 ,239,26800,40,0
3.1.233.254 , 192.168.43.71 ,239,26800,1340,0
3.1.233.254 , 192.168.43.71 ,239,26800,1340,0
3.1.233.254 , 192.168.43.71 ,239,26800,511,0
151.101.10.2 , 192.168.43.71 ,56,58,40,0
192.168.43.71 , 3.1.233.254 ,128,17520,40,0
151.101.10.2 , 192.168.43.71 ,56,58,1340,0
151.101.10.2 , 192.168.43.71 ,56,58,1340,0
192.168.43.71 , 151.101.10.2 ,128,68,40,0
151.101.10.2 , 192.168.43.71 ,56,58,1340,0
151.101.10.2 , 192.168.43.71 ,56,58,1340,0
192.168.43.71 , 151.101.10.2 ,128,68,40,0
151.101.10.2 , 192.168.43.71 ,56,58,1340,0
151.101.10.2 , 192.168.43.71 ,56,58,277,0
192.168.43.71 , 151.101.10.2 ,128,68,40,0
192.168.43.71 , 3.1.233.254 ,128,17520,166,0
192.168.43.71 , 151.101.10.2 ,128,68,133,0
103.243.221.87 , 192.168.43.71 ,50,26580,52,0
192.168.43.71 , 103.243.221.87 ,128,68,40,0
192.168.43.71 , 103.243.221.87 ,128,68,557,0
192.168.43.71 , 151.101.10.2 ,128,68,133,0
192.168.43.71 , 151.101.10.2 ,128,68,558,0
35.187.209.245 , 192.168.43.71 ,57,231,40,0
35.187.209.245 , 192.168.43.71 ,57,231,1340,0
35.187.209.245 , 192.168.43.71 ,57,231,1340,0
192.168.43.71 , 35.187.209.245 ,128,68,40,0
35.187.209.245 , 192.168.43.71 ,57,231,1340,0
35.187.209.245 , 192.168.43.71 ,57,231,1340,0
192.168.43.71 , 35.187.209.245 ,128,68,40,0
35.187.209.245 , 192.168.43.71 ,57,231,679,0
35.193.67.164 , 192.168.43.71 ,53,28400,52,0
192.168.43.71 , 35.193.67.164 ,128,68,40,0
192.168.43.71 , 35.187.209.245 ,128,65,166,0
192.168.43.71 , 35.193.67.164 ,128,68,557,0
151.101.10.2 , 192.168.43.71 ,56,58,298,0
103.243.221.87 , 192.168.43.71 ,50,55,40,0
103.243.221.87 , 192.168.43.71 ,50,55,1340,0
103.243.221.87 , 192.168.43.71 ,50,55,1271,0
3.1.233.254 , 192.168.43.71 ,239,26800,91,0
151.101.10.2 , 192.168.43.71 ,56,60,40,0
151.101.10.2 , 192.168.43.71 ,56,60,106,0
192.168.43.71 , 103.243.221.87 ,128,68,40,0
192.168.43.71 , 151.101.10.2 ,128,67,40,0
151.101.10.2 , 192.168.43.71 ,56,60,410,0
192.168.43.71 , 151.101.10.2 ,128,65,78,0
192.168.43.71 , 103.243.221.87 ,128,68,166,0
192.168.43.71 , 3.1.233.254 ,128,17469,1340,0
192.168.43.71 , 3.1.233.254 ,128,17469,1260,0
192.168.43.71 , 192.28.144.124 ,128,17520,52,0
103.243.221.87 , 192.168.43.71 ,50,55,298,0
3.1.233.254 , 192.168.43.71 ,239,31200,40,0
3.1.233.254 , 192.168.43.71 ,239,31200,823,0
151.101.10.2 , 192.168.43.71 ,56,60,40,0
35.193.67.164 , 192.168.43.71 ,53,28400,52,0
192.168.43.71 , 35.193.67.164 ,128,68,40,0
35.187.209.245 , 192.168.43.71 ,57,231,298,0
192.168.43.71 , 103.243.221.87 ,128,67,40,0
192.168.43.71 , 3.1.233.254 ,128,16686,40,0
192.168.43.71 , 35.187.209.245 ,128,64,40,0
192.168.43.71 , 192.28.144.124 ,128,17520,52,0
35.193.67.164 , 192.168.43.71 ,53,231,40,0
35.193.67.164 , 192.168.43.71 ,53,231,1340,0
35.193.67.164 , 192.168.43.71 ,53,231,1340,0
35.193.67.164 , 192.168.43.71 ,53,231,407,0
192.168.43.71 , 35.193.67.164 ,128,68,40,0
192.168.43.71 , 35.193.67.164 ,128,68,133,0
192.28.144.124 , 192.168.43.71 ,234,3900,48,0
192.168.43.71 , 192.28.144.124 ,128,17520,40,0
192.168.43.71 , 192.28.144.124 ,128,17520,557,0
192.168.43.71 , 35.193.67.164 ,128,68,133,0
192.168.43.71 , 35.193.67.164 ,128,68,433,0
192.168.43.71 , 35.187.209.245 ,128,64,860,0
35.193.67.164 , 192.168.43.71 ,53,231,298,0
35.193.67.164 , 192.168.43.71 ,53,231,109,0
192.168.43.71 , 35.193.67.164 ,128,67,40,0
192.168.43.71 , 35.193.67.164 ,128,67,78,0
192.28.144.124 , 192.168.43.71 ,236,3900,48,0
192.168.43.71 , 192.28.144.124 ,128,17520,40,0
192.28.144.124 , 192.168.43.71 ,234,3900,138,0
192.28.144.124 , 192.168.43.71 ,234,4417,85,0
192.168.43.71 , 192.28.144.124 ,128,17377,40,0
192.168.43.71 , 192.28.144.124 ,128,17377,91,0
192.168.43.71 , 192.28.144.124 ,128,17377,719,0
35.187.209.245 , 192.168.43.71 ,57,244,490,0
192.168.43.71 , 35.187.209.245 ,128,68,40,0
35.193.67.164 , 192.168.43.71 ,53,239,40,0
35.193.67.164 , 192.168.43.71 ,53,239,221,0
35.193.67.164 , 192.168.43.71 ,53,239,110,0
192.168.43.71 , 35.193.67.164 ,128,66,40,0
192.168.43.71 , 52.44.138.146 ,128,68,780,0
192.168.43.71 , 52.44.138.146 ,128,17520,52,0
192.168.43.71 , 52.44.138.146 ,128,17520,52,0
35.193.67.164 , 192.168.43.71 ,53,239,40,0
192.28.144.124 , 192.168.43.71 ,234,4468,40,0
192.28.144.124 , 192.168.43.71 ,234,5147,40,0
192.28.144.124 , 192.168.43.71 ,234,5147,40,0
192.28.144.124 , 192.168.43.71 ,234,5147,341,0
192.168.43.71 , 104.108.198.176 ,128,17520,52,0
192.168.43.71 , 67.106.145.165 ,128,17520,52,0
192.168.43.71 , 192.28.144.124 ,128,17076,40,0
192.168.43.71 , 104.108.198.176 ,128,68,1210,0
192.168.43.71 , 173.226.108.90 ,128,17520,52,0
104.108.198.176 , 192.168.43.71 ,57,29200,52,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,557,0
192.168.43.71 , 23.77.61.199 ,128,17520,52,0
192.168.43.71 , 151.101.8.175 ,128,17520,52,0
192.168.43.71 , 151.101.8.175 ,128,17520,52,0
104.108.198.176 , 192.168.43.71 ,57,277,40,0
52.44.138.146 , 192.168.43.71 ,224,121,401,0
192.168.43.71 , 52.44.138.146 ,128,67,796,0
151.101.8.175 , 192.168.43.71 ,56,28400,52,0
151.101.8.175 , 192.168.43.71 ,56,28400,52,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,237,40,0
104.108.198.176 , 192.168.43.71 ,57,237,192,0
52.44.138.146 , 192.168.43.71 ,224,26883,44,0
23.77.61.199 , 192.168.43.71 ,56,29200,52,0
192.168.43.71 , 151.101.8.175 ,128,68,557,0
192.168.43.71 , 52.44.138.146 ,128,17520,40,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,67,91,0
192.168.43.71 , 151.101.8.175 ,128,68,557,0
192.168.43.71 , 52.44.138.146 ,128,17520,557,0
192.168.43.71 , 70.42.23.113 ,128,17520,52,0
192.168.43.71 , 23.77.61.199 ,128,68,557,0
192.168.43.71 , 13.250.206.241 ,128,17520,52,0
192.168.43.71 , 67.106.145.165 ,128,17520,52,0
192.168.43.71 , 54.88.108.213 ,128,17520,52,0
192.168.43.71 , 173.226.108.90 ,128,17520,52,0
151.101.8.175 , 192.168.43.71 ,56,58,40,0
151.101.8.175 , 192.168.43.71 ,56,58,196,0
151.101.8.175 , 192.168.43.71 ,56,58,40,0
151.101.8.175 , 192.168.43.71 ,56,58,200,0
13.250.206.241 , 192.168.43.71 ,239,26883,44,0
192.168.43.71 , 13.250.206.241 ,128,17520,40,0
192.168.43.71 , 151.101.8.175 ,128,67,91,0
192.168.43.71 , 151.101.8.175 ,128,67,91,0
192.168.43.71 , 13.250.206.241 ,128,17520,557,0
67.106.145.165 , 192.168.43.71 ,231,8190,44,0
23.77.61.199 , 192.168.43.71 ,56,237,40,0
23.77.61.199 , 192.168.43.71 ,56,237,186,0
192.168.43.71 , 67.106.145.165 ,128,17520,40,0
192.168.43.71 , 23.77.61.199 ,128,67,91,0
192.168.43.71 , 67.106.145.165 ,128,17520,557,0
192.168.43.71 , 104.108.159.203 ,128,17520,52,0
104.108.198.176 , 192.168.43.71 ,57,237,40,0
173.226.108.90 , 192.168.43.71 ,231,8190,44,0
192.168.43.71 , 173.226.108.90 ,128,17520,40,0
192.168.43.71 , 173.226.108.90 ,128,17520,557,0
13.250.206.241 , 192.168.43.71 ,239,26800,40,0
13.250.206.241 , 192.168.43.71 ,239,26800,1340,0
13.250.206.241 , 192.168.43.71 ,239,26800,1340,0
192.168.43.71 , 13.250.206.241 ,128,17520,40,0
13.250.206.241 , 192.168.43.71 ,239,26800,1340,0
13.250.206.241 , 192.168.43.71 ,239,26800,236,0
192.168.43.71 , 13.250.206.241 ,128,17520,40,0
13.250.206.241 , 192.168.43.71 ,239,26800,955,0
151.101.8.175 , 192.168.43.71 ,56,58,40,0
192.168.43.71 , 13.250.206.241 ,128,16605,166,0
151.101.8.175 , 192.168.43.71 ,56,58,40,0
104.108.159.203 , 192.168.43.71 ,57,29200,52,0
192.168.43.71 , 104.108.159.203 ,128,68,40,0
192.168.43.71 , 104.108.159.203 ,128,68,557,0
192.168.43.71 , 70.42.23.113 ,128,17520,52,0
192.168.43.71 , 54.88.108.213 ,128,17520,52,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
104.108.198.176 , 192.168.43.71 ,57,277,804,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
104.108.198.176 , 192.168.43.71 ,57,277,105,0
23.77.61.199 , 192.168.43.71 ,56,237,40,0
13.250.206.241 , 192.168.43.71 ,239,26800,91,0
70.42.23.113 , 192.168.43.71 ,241,8190,44,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 70.42.23.113 ,128,17520,40,0
52.44.138.146 , 192.168.43.71 ,224,127,262,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
104.108.198.176 , 192.168.43.71 ,57,277,1015,0
104.108.159.203 , 192.168.43.71 ,57,237,40,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.159.203 , 192.168.43.71 ,57,237,1340,0
192.168.43.71 , 70.42.23.113 ,128,17520,557,0
192.168.43.71 , 52.44.138.146 ,128,66,793,0
104.108.159.203 , 192.168.43.71 ,57,237,1340,0
192.168.43.71 , 104.108.159.203 ,128,68,40,0
104.108.159.203 , 192.168.43.71 ,57,237,1256,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
192.168.43.71 , 104.108.159.203 ,128,63,166,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
52.44.138.146 , 192.168.43.71 ,224,26800,40,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
52.44.138.146 , 192.168.43.71 ,224,26800,185,0
67.106.145.165 , 192.168.43.71 ,231,8190,44,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
192.168.43.71 , 67.106.145.165 ,128,17520,40,0
192.168.43.71 , 52.44.138.146 ,128,17375,91,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,277,365,0
104.108.198.176 , 192.168.43.71 ,57,277,1340,0
104.108.198.176 , 192.168.43.71 ,57,277,834,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 13.250.206.241 ,128,16554,40,0
173.226.108.90 , 192.168.43.71 ,231,8190,44,0
192.168.43.71 , 173.226.108.90 ,128,17520,40,0
67.106.145.165 , 192.168.43.71 ,231,34654,40,0
67.106.145.165 , 192.168.43.71 ,231,34654,147,0
67.106.145.165 , 192.168.43.71 ,231,34654,109,0
104.108.159.203 , 192.168.43.71 ,57,237,282,0
192.168.43.71 , 67.106.145.165 ,128,17344,40,0
192.168.43.71 , 67.106.145.165 ,128,17344,115,0
192.168.43.71 , 52.44.138.146 ,128,66,40,0
192.168.43.71 , 104.108.159.203 ,128,68,40,0
173.226.108.90 , 192.168.43.71 ,231,34654,40,0
173.226.108.90 , 192.168.43.71 ,231,34654,147,0
173.226.108.90 , 192.168.43.71 ,231,34654,109,0
192.168.43.71 , 173.226.108.90 ,128,17344,40,0
70.42.23.113 , 192.168.43.71 ,241,8190,44,0
192.168.43.71 , 70.42.23.113 ,128,17520,40,0
192.168.43.71 , 173.226.108.90 ,128,17344,115,0
192.168.43.71 , 173.226.108.90 ,128,17344,557,0
192.168.43.71 , 173.226.108.90 ,128,17344,1165,0
192.168.43.71 , 104.108.198.176 ,128,68,1203,0
192.168.43.71 , 104.108.198.176 ,128,17520,52,0
192.168.43.71 , 104.108.198.176 ,128,17520,52,0
192.168.43.71 , 104.108.198.176 ,128,67,1185,0
192.168.43.71 , 104.108.198.176 ,128,17520,52,0
70.42.23.113 , 192.168.43.71 ,241,34654,1260,0
70.42.23.113 , 192.168.43.71 ,241,34654,1260,0
70.42.23.113 , 192.168.43.71 ,241,34654,613,0
192.168.43.71 , 70.42.23.113 ,128,17520,40,0
192.168.43.71 , 70.42.23.113 ,128,17520,382,0
192.168.43.71 , 104.108.198.176 ,128,17520,52,0
52.44.138.146 , 192.168.43.71 ,224,133,262,0
192.168.43.71 , 52.44.138.146 ,128,0,40,0
104.108.198.176 , 192.168.43.71 ,57,300,40,0
104.108.198.176 , 192.168.43.71 ,57,300,334,0
104.108.198.176 , 192.168.43.71 ,57,29200,52,0
104.108.198.176 , 192.168.43.71 ,57,29200,52,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,67,1113,0
192.168.43.71 , 104.108.198.176 ,128,68,557,0
192.168.43.71 , 104.108.198.176 ,128,68,557,0
67.106.145.165 , 192.168.43.71 ,231,34579,40,0
104.108.198.176 , 192.168.43.71 ,57,29200,52,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,557,0
104.108.198.176 , 192.168.43.71 ,57,29200,52,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,255,40,0
192.168.43.71 , 104.108.198.176 ,128,68,557,0
52.44.138.146 , 192.168.43.71 ,224,133,71,0
52.44.138.146 , 192.168.43.71 ,224,133,40,0
104.108.198.176 , 192.168.43.71 ,57,255,335,0
192.168.43.71 , 104.108.198.176 ,128,66,1190,0
104.108.198.176 , 192.168.43.71 ,57,237,40,0
104.108.198.176 , 192.168.43.71 ,57,237,192,0
192.168.43.71 , 104.108.198.176 ,128,67,91,0
192.168.43.71 , 104.108.198.176 ,128,67,1225,0
104.108.198.176 , 192.168.43.71 ,57,318,1340,0
104.108.198.176 , 192.168.43.71 ,57,318,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,318,1340,0
104.108.198.176 , 192.168.43.71 ,57,318,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,318,1340,0
104.108.198.176 , 192.168.43.71 ,57,318,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,318,1026,0
104.108.198.176 , 192.168.43.71 ,57,237,40,0
104.108.198.176 , 192.168.43.71 ,57,237,192,0
104.108.198.176 , 192.168.43.71 ,57,237,40,0
104.108.198.176 , 192.168.43.71 ,57,237,192,0
104.108.198.176 , 192.168.43.71 ,57,237,40,0
104.108.198.176 , 192.168.43.71 ,57,237,192,0
192.168.43.71 , 104.108.198.176 ,128,67,91,0
192.168.43.71 , 104.108.198.176 ,128,67,91,0
192.168.43.71 , 104.108.198.176 ,128,67,91,0
192.168.43.71 , 104.108.198.176 ,128,67,1190,0
173.226.108.90 , 192.168.43.71 ,231,34579,40,0
104.108.198.176 , 192.168.43.71 ,57,273,333,0
173.226.108.90 , 192.168.43.71 ,231,34062,40,0
192.168.43.71 , 104.108.198.176 ,128,64,40,0
192.168.43.71 , 104.108.198.176 ,128,65,40,0
70.42.23.113 , 192.168.43.71 ,241,34312,40,0
70.42.23.113 , 192.168.43.71 ,241,34312,115,0
104.108.198.176 , 192.168.43.71 ,57,260,40,0
104.108.198.176 , 192.168.43.71 ,57,260,319,0
173.226.108.90 , 192.168.43.71 ,231,38207,40,0
173.226.108.90 , 192.168.43.71 ,231,39781,397,0
192.168.43.71 , 173.226.108.90 ,128,16987,40,0
192.168.43.71 , 104.108.198.176 ,128,66,1192,0
192.168.43.71 , 70.42.23.113 ,128,17445,40,0
52.44.138.146 , 192.168.43.71 ,224,26883,52,0
104.108.198.176 , 192.168.43.71 ,57,255,40,0
192.168.43.71 , 52.44.138.146 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,255,334,0
104.108.198.176 , 192.168.43.71 ,57,237,40,0
192.168.43.71 , 104.108.198.176 ,128,65,1197,0
192.168.43.71 , 104.108.198.176 ,128,64,1196,0
104.108.198.176 , 192.168.43.71 ,57,237,40,0
192.168.43.71 , 52.44.138.146 ,128,68,557,0
192.168.43.71 , 104.108.198.176 ,128,67,1241,0
192.168.43.71 , 104.108.198.176 ,128,67,1243,0
192.168.43.71 , 104.108.198.176 ,128,66,40,0
192.168.43.71 , 104.108.198.176 ,128,66,1243,0
192.168.43.71 , 52.44.138.146 ,128,17375,91,0
104.108.198.176 , 192.168.43.71 ,57,283,335,0
192.168.43.71 , 104.108.198.176 ,128,65,1240,0
104.108.198.176 , 192.168.43.71 ,57,296,333,0
104.108.198.176 , 192.168.43.71 ,57,341,334,0
192.168.43.71 , 104.108.198.176 ,128,64,1246,0
192.168.43.71 , 104.108.198.176 ,128,63,1239,0
104.108.198.176 , 192.168.43.71 ,57,260,40,0
104.108.198.176 , 192.168.43.71 ,57,260,40,0
104.108.198.176 , 192.168.43.71 ,57,260,320,0
104.108.198.176 , 192.168.43.71 ,57,260,320,0
104.108.198.176 , 192.168.43.71 ,57,278,320,0
192.168.43.71 , 104.108.198.176 ,128,66,1238,0
192.168.43.71 , 104.108.198.176 ,128,65,1241,0
192.168.43.71 , 104.108.198.176 ,128,66,1240,0
104.108.198.176 , 192.168.43.71 ,57,305,320,0
192.168.43.71 , 104.108.198.176 ,128,64,1241,0
104.108.198.176 , 192.168.43.71 ,57,318,320,0
192.168.43.71 , 104.108.198.176 ,128,68,1239,0
104.108.198.176 , 192.168.43.71 ,57,364,320,0
192.168.43.71 , 104.108.198.176 ,128,68,1241,0
104.108.198.176 , 192.168.43.71 ,57,283,320,0
104.108.198.176 , 192.168.43.71 ,57,301,320,0
104.108.198.176 , 192.168.43.71 ,57,283,320,0
104.108.198.176 , 192.168.43.71 ,57,328,321,0
192.168.43.71 , 104.108.198.176 ,128,65,1239,0
192.168.43.71 , 104.108.198.176 ,128,64,1187,0
192.168.43.71 , 104.108.198.176 ,128,65,1188,0
192.168.43.71 , 104.108.198.176 ,128,63,1241,0
54.88.108.213 , 192.168.43.71 ,222,26883,52,0
173.226.108.90 , 192.168.43.71 ,231,40958,40,0
192.168.43.71 , 173.226.108.90 ,128,16987,40,0
192.168.43.71 , 54.88.108.213 ,128,68,40,0
192.168.43.71 , 54.88.108.213 ,128,68,557,0
104.108.198.176 , 192.168.43.71 ,57,341,320,0
192.168.43.71 , 104.108.198.176 ,128,67,1239,0
104.108.198.176 , 192.168.43.71 ,57,387,321,0
192.168.43.71 , 104.108.198.176 ,128,67,1238,0
52.44.138.146 , 192.168.43.71 ,224,110,40,0
52.44.138.146 , 192.168.43.71 ,224,110,185,0
192.168.43.71 , 52.44.138.146 ,128,67,91,0
104.108.198.176 , 192.168.43.71 ,57,305,320,0
192.168.43.71 , 104.108.198.176 ,128,64,1207,0
104.108.198.176 , 192.168.43.71 ,57,351,321,0
104.108.198.176 , 192.168.43.71 ,57,319,334,0
104.108.198.176 , 192.168.43.71 ,57,301,335,0
52.44.138.146 , 192.168.43.71 ,224,26800,40,0
192.168.43.71 , 104.108.198.176 ,128,68,1184,0
192.168.43.71 , 104.108.198.176 ,128,68,1196,0
192.168.43.71 , 104.108.198.176 ,128,64,1184,0
104.108.198.176 , 192.168.43.71 ,57,364,320,0
104.108.198.176 , 192.168.43.71 ,57,409,320,0
192.168.43.71 , 104.108.198.176 ,128,66,1218,0
192.168.43.71 , 104.108.198.176 ,128,66,1221,0
104.108.198.176 , 192.168.43.71 ,57,328,334,0
192.168.43.71 , 104.108.198.176 ,128,63,1227,0
192.168.43.71 , 151.101.8.175 ,128,67,579,0
104.108.198.176 , 192.168.43.71 ,57,370,334,0
192.168.43.71 , 104.108.198.176 ,128,67,1223,0
104.108.198.176 , 192.168.43.71 ,57,342,334,0
104.108.198.176 , 192.168.43.71 ,57,320,334,0
192.168.43.71 , 104.108.198.176 ,128,67,1238,0
192.168.43.71 , 104.108.198.176 ,128,68,1232,0
54.88.108.213 , 192.168.43.71 ,222,26883,52,0
192.168.43.71 , 54.88.108.213 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,432,334,0
192.168.43.71 , 104.108.198.176 ,128,65,1238,0
104.108.198.176 , 192.168.43.71 ,57,387,320,0
192.168.43.71 , 104.108.198.176 ,128,65,1220,0
151.101.8.175 , 192.168.43.71 ,56,60,40,0
104.108.198.176 , 192.168.43.71 ,57,393,319,0
104.108.198.176 , 192.168.43.71 ,57,365,320,0
104.108.198.176 , 192.168.43.71 ,57,351,321,0
104.108.198.176 , 192.168.43.71 ,57,343,320,0
54.88.108.213 , 192.168.43.71 ,222,110,40,0
192.168.43.71 , 104.108.198.176 ,128,66,40,0
54.88.108.213 , 192.168.43.71 ,222,110,1340,0
192.168.43.71 , 104.108.198.176 ,128,66,40,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
54.88.108.213 , 192.168.43.71 ,222,110,1340,0
192.168.43.71 , 54.88.108.213 ,128,68,40,0
54.88.108.213 , 192.168.43.71 ,222,110,1340,0
